user_id,/features/mobile,/,/about,/features/web,/tutorial/intro,/tutorial/step-one,/signup,/features,/tutorial/step-two,/features/desktop,/tutorial/step-three,/pricing,/tutorial/step-four,/tutorial/end
3961,,10,,,19,15,18,17,20,12,13,7,2,14
3927,,1,,,,,1,,,,,,,
3849,,1,,,,,,,,,,,,
4092,,3,,1,19,19,10,3,1,18,14,,13,17
4109,5,5,,,,,7,,,,,,,
3922,,4,,,10,,3,,,19,,,,
3862,,1,,,,,1,,,,,1,,
3794,,15,,,4,10,8,,2,,3,,,
4116,,1,,,,,,,,,,,,
3819,,20,,,12,11,1,,10,,,8,,
4248,,1,,,12,,2,10,,16,,,,
4262,11,13,,,7,,11,2,,17,,,,
4191,,2,9,,18,5,16,,18,19,8,,11,1
4246,,10,,8,,,,1,,12,,,,
4331,15,17,,1,,,18,,,11,,20,,
4184,,15,,,15,8,10,,15,4,1,,,
4328,5,20,20,,1,2,19,15,19,,8,,5,2
4306,,2,,,,,2,,,1,,,,
4259,,2,,,18,7,5,9,4,12,,,,
4352,,7,,,,,,9,,,,,,
4198,,13,,,,,,,,,,,,
4203,17,1,3,,15,,18,19,,,,,,
4206,1,10,20,,19,1,2,,19,,19,,13,16
4216,,15,,,,,,8,,,,10,,
4228,,2,,,20,18,16,,15,13,15,,5,20
4178,,1,,,13,2,19,,4,9,19,,7,7
4292,,8,,,,,,,,,,,,
4252,,7,,3,,,4,,,,,,,
4316,,4,,,,,,,,,,,,
4186,,1,,,6,3,1,8,10,7,14,,15,13
4160,,10,,2,,,,,,,,,,
4314,10,3,,,12,4,18,,20,14,3,,15,3
4199,2,5,,,9,6,9,,5,,,,,
4200,,15,,,,,13,,,4,,14,,
4192,,14,,,,,,,,,,,,
4224,,16,,,16,,7,,,,,,,
4327,17,1,,,,,3,,,,,,,
4210,,11,,,7,16,4,,1,,16,,15,11
4197,,12,,,18,6,7,,,,,,,
4193,,12,,,,,16,,,,,,,
4188,,17,,,,,,,,,,,,
4305,18,2,,15,6,18,14,,14,,,,,
4256,7,2,,,,,3,,,14,,,,
4231,,15,,,,,9,,,13,,,,
4313,,4,,,,,16,,,,,,,
4177,15,17,,,10,11,9,,11,,17,,20,13
4227,,1,,,2,17,5,,10,,4,,1,11
4254,,3,,,16,20,1,,,,,,,
4318,,4,,,4,17,9,,,,,,,
4185,,11,,,,,15,,,,,,,
4245,,3,,,10,7,19,,12,,19,12,16,12
4334,19,16,,6,13,18,20,3,1,,7,,,
4265,,1,,,,,2,,,,,2,,
4309,,16,,,15,1,11,15,4,15,20,,,
4187,,2,,,1,11,6,12,11,,18,,17,12
4242,,15,,,,,2,,,,,,,
4157,,8,,,,,,,,,,,,
4241,,13,,,12,14,11,7,10,,20,,8,10
4315,8,16,,,,,13,,,,,,,
4278,,18,,,,,,,,,,,,
4312,,20,,14,,,19,,,9,,,,
4321,,12,,16,6,17,8,,11,7,12,,19,
4527,,1,,,,,,,,,,,,
4442,,9,,,8,6,16,,12,18,20,,19,3
4488,,2,,,,,2,2,,,,,,
4360,,6,,9,14,1,3,,17,,1,,,
4449,,1,,,7,10,3,,,,,,,
4505,,10,,,8,15,4,,19,,19,4,11,19
4565,,1,,,,,,,,,,,,
4395,7,6,,,6,15,11,,,,,,,
4491,5,6,,10,,,14,,,16,,,,
4531,,9,,,,,,,,,,,,
4380,2,1,,,,,2,2,,,,1,,
4583,2,12,,,17,3,5,11,,18,,,,
4483,,1,,,,,,,,,,,,
4434,,17,,,,,,,,,,,,
4577,,2,,,,,11,,,,,15,,
4436,,14,,,,,16,,,,,,,
4451,,4,,,,,1,,,,,,,
4514,,2,,,,,,,,,,,,
4476,,1,,,,,1,2,,,,,,
4511,,12,,,4,1,10,,11,,9,,13,18
4498,,9,9,,10,12,7,,17,,12,,16,15
4570,2,15,,,15,,15,12,,,,,,
4604,,15,,,13,14,15,,11,,,,,
4390,,1,,7,15,,19,,,,,,,
4474,,18,,17,,,1,,,,,,,
4403,,4,,,,,,,,,,,,
4518,,2,,,8,10,9,,8,4,6,,17,15
4358,,12,2,,12,15,6,,,,,,,
4422,,13,,16,,,,,,,,,,
4587,8,12,,,,,15,,,1,,,,
4510,,2,,,,,1,1,,2,,2,,
4447,,14,,,14,2,7,,4,4,2,7,1,16
4490,,2,,,,,,15,,,,,,
4562,,4,,,2,16,18,8,7,17,,,,
4573,4,15,,,17,,6,,,,,,,
4572,,3,,,,,,,,,,,,
4517,,7,,,,,13,,,,,,,
4370,,9,,,13,,19,,,9,,,,
4377,,2,,19,2,3,18,,,8,,19,,
4496,,15,,3,4,,16,,,,,,,
4445,,7,,,19,13,9,,7,,20,,,
4405,1,19,,,,,,,,,,9,,
4437,,2,,,,,8,3,,,,,,
4563,,1,,1,,,2,2,,,,,,
4454,,5,,,11,,7,,,,,13,,
4462,,12,,,18,9,6,,,,,,,
4473,,6,,,4,1,12,,11,,11,,2,19
4376,,8,,12,19,,18,,,,,,,
4508,,2,,,9,7,19,19,8,,19,12,,
4446,,14,,,,,16,,,,,,,
4601,,13,,,17,9,4,,7,,4,,13,2
4382,,17,,,,,14,20,,,,,,
4552,,5,,,17,14,3,16,20,11,11,,6,6
4424,,1,,,,,,,,,,,,
4555,,3,,,,,,12,,,,,,
4399,,15,,,,,,,,,,,,
4605,19,8,,,10,6,16,,19,,,,,
4521,,15,,,,,,,,,,,,
4503,,5,,,3,6,5,2,10,,,,,
4486,,13,,,4,11,13,,12,,17,,,
4534,,19,,,18,15,8,,17,,,,,
4359,13,19,,4,5,9,7,,14,,,,,
4396,,2,,,,,2,1,,,,,,
4584,,10,,,9,7,10,,6,,15,,19,6
4625,,13,,,,,,,,,,,,
4642,,14,,,,,,,,,,,,
4719,,10,5,,13,10,12,,10,1,20,,17,12
4628,,18,,3,,,4,,,,,,,
4621,,6,,13,1,19,3,14,5,,19,,5,1
4707,,7,,,,,,,,,,,,
4614,,8,,11,,,3,,,,,,,
4735,,3,,,17,19,8,15,4,,17,,4,8
4616,,4,2,,17,10,4,18,17,15,2,,20,7
4646,,1,,11,19,20,11,14,10,,,,,
4630,,7,,,,,,19,,,,8,,
4722,,9,,,12,10,19,,12,,9,,5,13
4663,,19,,,,,,9,,5,,,,
4695,,14,,,3,14,6,,13,,14,,,
4653,,7,,2,18,1,19,1,3,,5,,4,7
4706,,20,,,,,16,,,20,,,,
4660,16,17,,,12,20,13,5,5,,19,,9,1
4697,,1,,,,,4,,,,,,,
4661,5,3,,,,,,,,,,,,
4639,,8,4,,,,,2,,,,,,
4709,,2,,,,,1,,,2,,,,
4704,,3,,,3,5,20,,14,,16,,13,16
4643,,2,,,,,1,,,2,,,,
4705,,17,,,,,6,2,,8,,3,,
4662,,3,,17,,,11,,,13,,,,
4645,,10,,,2,13,10,,3,9,12,,6,17
4736,,7,,,11,6,5,,,18,,,,
4725,,17,,,,,,14,,,,,,
4656,,15,,,,,,,,,,,,
4732,2,9,,20,5,4,5,,10,15,15,,,
4729,,2,,,9,3,1,,12,,7,,3,4
4655,,20,,,,,,,,,,,,
4676,,1,,,,,1,,,1,,,,
4715,18,14,,,,,4,,,,,,,
4659,,8,,16,,,7,,,2,,,,
4712,,15,,,,,9,10,,,,11,,
4760,,11,,,14,11,17,,,19,,,,
5102,,1,,1,,,2,,,,,,,
4909,,1,,16,16,1,18,,9,,10,,11,5
4962,,5,,,9,8,11,,10,8,3,,4,20
4846,,19,,9,4,3,3,,3,,15,,7,20
4867,,7,,16,12,6,20,,,,,,,
4961,,19,,,,,19,4,,1,,,,
5132,,7,,14,8,,13,,,,,,,
4768,3,5,,9,14,17,13,3,8,,11,,11,4
5143,,2,,,,,,,,,,,,
4794,,20,,,,,17,,,,,,,
4838,,11,,,,,,,,,,,,
4922,,15,,,19,11,11,,,,,,,
4828,,13,,,,,4,,,4,,,,
4925,,8,,,,,,,,,,,,
4773,,8,,,,,,,,,,,,
4991,,2,,,14,16,17,,17,1,3,,14,17
5053,,18,,,,,,,,,,,,
5028,,4,,1,,,,,,,,,,
4790,,7,,,1,10,11,,14,6,,,,
5154,,12,,,,,,,,,,,,
4993,17,1,,,17,19,16,,3,,14,,10,5
4836,,13,,,7,5,14,7,8,,12,,,
4843,7,15,,,3,11,15,,16,,1,,9,16
4878,11,12,,18,,,1,13,,,,,,
4847,,11,,,13,14,16,,,12,,,,
5099,,7,,18,12,8,7,2,12,,7,,19,
4764,,10,,,,,4,,,19,,,,
4811,,9,,,,,,,,,,,,
5036,,18,,,8,5,11,,11,,,,,
4863,7,18,,,13,7,10,20,3,,8,,19,9
4896,,19,,3,9,4,1,,11,14,3,3,3,3
4988,,20,19,,11,2,6,,6,10,,,,
5024,,1,,,1,,2,,,,,,,
5095,,15,,10,,,,19,,3,,,,
4835,,2,,,12,,1,14,,,,,,
4771,,14,18,,20,7,6,4,10,9,6,,19,20
4956,,7,,,,,,,,,,,,
4911,,13,,,,,,,,,,,,
5043,,4,,,11,,1,,,,,,,
4840,,7,,,8,4,11,11,2,,3,,,
4853,,2,,,,,1,,,,,,,
5166,7,4,,,,,,,,,,,,
5016,,16,,,,,,5,,,,,,
5128,,19,,10,10,2,1,,12,15,10,,7,3
4810,1,2,2,,,,1,,,,,,,
4837,6,10,,6,15,,12,,,,,,,
5002,,10,,,,,14,,,10,,,,
5027,,17,,,2,14,6,,11,,9,,8,14
4978,,15,,9,12,8,11,,12,,3,14,17,13
5147,,1,1,,,,20,,,,,,,
5141,13,20,,19,,,3,,,,,,,
5081,,16,,,,,1,,,,,,,
4966,,10,,,17,12,7,1,10,,,5,,
4857,8,15,,3,18,10,3,17,19,,5,,10,17
5123,,20,,,1,6,5,,,,,,,
5127,1,1,,,,,2,,,,,,,
4953,,3,,,13,4,5,20,18,,6,,11,16
4981,,1,,14,19,3,18,8,11,,7,,,
4850,,17,,,9,6,9,,12,1,10,,4,10
5034,,14,,20,12,15,13,,12,,,,,
4910,18,5,,,14,19,2,,10,,,,,
4778,,19,,,11,16,8,,3,7,6,,4,5
5134,6,4,,,2,20,6,,3,,5,,15,18
4781,5,17,,,16,17,14,,,10,,,,
5030,,3,,,13,9,12,,4,9,17,,2,3
4761,19,15,7,19,12,19,20,,,,,,,
5050,,12,,,,,18,,,,,3,,
5092,9,17,,7,,,16,,,1,,,,
5093,,5,,16,3,6,5,,10,13,13,,14,5
4928,6,11,,,12,15,8,,8,,,,,
5140,,11,,,,,,,,,,,,
5082,9,11,,,2,,17,,,,,,,
4807,,10,,,13,19,10,,20,,,,,
4995,,11,1,,,,19,,,,,,,
4832,,16,,,,,,,,,,,,
5084,,13,,,11,11,6,,,,,,,
5039,,2,,2,,,2,,,,,,,
4965,,16,,19,9,9,2,10,9,,12,,11,
4887,,18,15,,12,,19,,,,,,,
5062,,6,,12,2,12,20,,2,,,,,
4892,,15,,,20,,18,,,13,,,,
5096,,5,,,10,3,15,,,,,,,
5138,,1,,,,,1,2,,,,,,
4974,19,15,,,11,16,15,,4,,2,,16,19
4902,,6,,,10,17,7,14,20,3,7,,2,17
4917,,12,,20,10,18,14,,12,,,,,
5149,11,19,,,,,,,,,,,,
4881,,1,,,,,,,,,,,,
5098,,6,,,,,,8,,,,,,
4746,2,7,,14,10,12,4,9,9,15,6,,,
4777,,19,19,,,,10,,,,,,,
4971,,18,,2,14,1,6,3,8,10,8,,7,8
4833,,1,,,,,2,,,,,,,
4860,,18,,2,,,4,,,,,,,
4899,,5,,,7,16,10,,14,19,6,,10,8
5281,7,15,20,,,,,,,,,,,
5384,,15,11,,,,16,,,,,,,
5393,2,2,1,,,,1,,,,,,,
5456,,7,,,,,20,,,2,,,,
5377,,6,,,,,20,,,,,,,
5500,,4,,,,,,,,,,,,
5256,,10,,10,1,12,7,6,,,,,,
5282,,7,,,,,9,,,,,,,
5375,,4,,,9,,11,20,,,,,,
5224,,13,,,20,17,8,,,,,,,
5318,5,5,,,12,,13,19,,18,,,,
5390,,11,,,19,3,17,,9,,19,,2,4
5480,,16,,,19,7,10,,1,19,7,,11,12
5365,,16,,,12,,3,,,,,,,
5227,,1,,,,,2,,,1,,2,,
5223,19,19,,9,13,19,7,,1,8,12,,,
5327,,19,,,14,2,6,,7,,1,,18,11
5323,,17,,,7,,3,9,,,,,,
5229,,19,,,,,,8,,,,,,
5213,,10,,,4,9,11,,13,7,14,,12,12
5341,13,6,10,,16,13,4,,16,20,15,,19,16
5466,2,2,,,,,1,,,,,,,
5352,,16,,7,18,5,2,,4,17,15,,11,
5511,,10,,12,16,7,10,,16,6,13,,1,8
5205,,20,,,,,10,,,4,,15,,
5278,,3,,,,,,,,,,,,
5510,,11,,,,,,15,,17,,,,
5459,,4,,,9,,2,,,5,,,,
5328,,8,,,3,18,19,,14,,14,,3,3
5434,,1,,,,,,10,,,,,,
5391,1,10,,,13,,5,,,,,,,
5355,11,15,,20,9,4,16,,6,14,5,,,
5254,,5,,,,,,,,,,,,
5198,,10,,,16,2,5,5,18,,15,,15,6
5314,,7,,,11,11,8,,10,7,5,,20,1
5291,5,15,,,16,12,8,,,,,,,
5442,11,18,,14,,,20,,,,,,,
5503,,16,,,,,,,,14,,,,
5252,8,4,16,,11,19,11,,8,,,,,
5505,,8,,12,,,13,,,,,,,
5501,,16,,4,,,18,,,18,,,,
5518,15,1,,,18,,13,,,,,,,
5268,,3,,8,17,,2,,,,,,,
5196,14,4,,,,,18,,,,,17,,
5234,,20,,1,4,9,8,,,,,,,
5225,,4,,,7,10,17,,14,14,,,,
5398,16,17,,7,9,1,13,,20,,,,,
5265,15,7,,,,,,,,,,,,
5512,7,2,,1,3,17,9,,8,17,9,,3,18
5331,18,18,,,,,3,,,13,,,,
5249,,7,,,19,,19,,,,,,,
5324,,2,,8,14,11,14,,15,,1,,20,
5193,1,1,,1,,,2,2,,,,1,,
5271,,9,,,,,,,,,,,,
5395,11,13,,14,,,15,,,,,,,
5444,,5,,,,,,,,,,,,
5188,,3,,,,,,,,,,,,
5184,,4,,,17,11,3,,15,,,,,
5313,,2,,,,,,,,,,,,
5259,,5,,6,,,17,,,,,,,
5487,,9,,,,,18,,,,,,,
5441,,10,,,,,,,,,,,,
5206,,2,,,,,1,,,2,,,,
5397,2,2,,,,,1,,,2,,,,
5353,3,3,,2,10,13,8,,19,,,,,
5369,,2,,,,,12,19,,,,,,
5202,,7,,,,,17,,,,,,,
5370,,19,,,,,5,,,,,,,
5379,,7,,,,,9,15,,,,,,
5440,,6,13,,1,,7,,,,,,,
5197,,7,,,7,7,18,,8,,,,,
5445,9,2,,14,13,13,12,,,,,,,
5316,,18,,,5,9,5,,1,,12,,18,17
5288,,5,,16,1,2,16,,7,,,,,
5315,,13,,,,,16,,,,,,,
5513,,1,,,,,1,,,,,,,
5383,17,12,,,,,9,,,12,,,,
5528,,19,,,,,,,,,,,,
5419,1,2,,,,,1,,,,,,,
5449,,2,,3,12,4,5,9,9,11,18,6,8,
5200,,2,,,,,1,,,,,2,,
5443,,16,,,5,14,5,,2,,11,,16,
5387,2,7,,,,,11,13,,13,,,,
5210,,9,,17,14,14,18,,13,,15,,6,5
5515,2,11,,,3,6,1,,11,2,8,,1,13
5238,,6,,3,18,11,1,,9,12,,,,
5372,,1,2,,,,1,1,,,,,,
5203,,15,,,17,19,14,7,,,,,,
5194,,6,,,6,15,6,,,18,,,,
5262,14,16,,,9,4,16,,2,,15,,8,13
5484,9,10,,2,,,20,18,,,,,,
5483,,13,,,20,7,14,,2,,1,,16,
5452,1,13,,,,,4,,,,,,,
5269,18,19,,,17,14,11,,16,4,,,,
5447,,15,17,,,,14,,,,,,,
5446,,2,,1,,,1,1,,2,,,,
5362,,16,,,,,8,,,,,,,
5845,,2,,,,,10,,,,,,,
5706,,6,,,18,,8,,,,,,,
5768,,6,,,16,,12,,,,,,,
5716,,11,,2,,,13,,,,,,,
5771,,11,,,6,,19,,,,,,,
5725,1,2,,,,,2,,,2,,,,
5631,,3,,,,,8,,,17,,18,,
5682,13,17,,,,,,,,,,,,
5842,,1,,,,,,,,,,,,
5584,,13,,,,,20,,,,,,,
5550,,8,,7,,,4,,,,,,,
5778,,12,,,16,17,3,,10,,3,,18,3
5853,14,6,,,3,1,10,,9,13,10,,14,
5655,,8,,,,,,1,,,,,,
5832,,19,,,,,,,,,,,,
5626,,6,,,,,14,,,,,,,
5663,,13,,9,6,2,1,,5,,2,11,14,
5602,7,5,,20,,,2,,,,,7,,
5729,2,11,,,12,15,11,,,,,,,
5884,4,11,,17,11,9,20,,7,,11,,11,5
5774,,14,,3,11,10,19,19,6,,16,,15,3
5843,,1,,,14,3,1,6,8,,16,,,
5846,,14,16,,11,,15,,,,,,,
5850,,1,,6,9,19,14,18,17,9,1,,8,
5875,,14,,,,,,11,,,,,,
5757,,19,,2,13,3,11,,14,,,,,
5577,,10,,19,,,2,,,,,6,,
5646,,6,,,,,9,,,3,,,,
5611,1,15,,,7,13,5,,10,,16,,,
5618,,7,,,20,8,5,,,17,,,,
5649,,11,,,15,,2,,,7,,,,
5863,13,2,,,4,4,14,,20,1,4,,5,3
5561,12,20,,6,18,,20,,,,,,,
5615,,20,,,14,20,19,,1,,13,,,
5847,,19,,,15,3,15,12,16,,19,,,
5632,,19,,,,,,,,,,,,
5569,,5,,,,,,,,,,,,
5756,8,7,,,3,9,20,,13,,5,,7,1
5873,,1,,1,,,,,,,,,,
5707,,16,,,,,,,,,,,,
5659,,4,,,,,,,,,,,,
5670,16,16,,,3,11,15,6,,,,,,
5604,,2,,,3,15,13,18,17,20,10,,,
5781,,17,,,19,10,10,,3,,14,,16,13
5715,,6,,,,,,8,,,,,,
5777,,18,,,,,,,,,,,,
5686,,3,,,,,,,,,,,,
5673,,1,,,,,,,,,,,,
5834,,3,,1,8,16,1,,20,,6,,,
5821,,6,,,,,,,,,,,,
5562,,2,,,,,2,2,,,,,,
5732,2,5,,3,4,17,2,20,15,,16,,3,16
5833,,6,,2,6,20,2,,,,,9,,
5722,,6,,,10,,13,,,14,,,,
5739,,2,,17,9,2,20,,13,,12,,2,1
5718,12,10,,,4,,19,,,,,,,
5788,,18,,,8,15,20,,19,10,7,,,
5614,,17,,,,,5,,,,,,,
5625,,2,,,,,2,,,2,,,,
5717,,12,,,,,,,,,,,,
5721,,9,,,,,,11,,,,8,,
5746,,4,,9,13,4,7,,20,1,11,,17,9
5857,,19,,,5,,7,,,,,,,
5645,,2,1,,,,1,,,,,,,
5650,,16,,,8,20,18,,10,,11,,1,18
5881,,3,,,16,,11,,,,,,,
5621,,2,,,,,2,,,1,,,,
5785,,9,,11,19,15,7,,,,,,,
5580,,14,,16,15,7,16,,11,,3,,5,6
5587,17,17,,,3,4,18,,4,20,5,,20,8
5744,18,2,,20,18,11,11,,,,,,,
5638,,8,,,,,,,,,,,,
5773,,4,,,,,,11,,,,,,
5844,20,18,,,12,,7,8,,7,,,,
5735,15,4,,,14,,17,,,,,,,
5797,16,4,,,,,7,,,,,,,
5612,,18,,,16,19,1,,16,,14,,13,
5741,,20,,,,,,9,,,,,,
5710,,7,,,,,,,,,,,,
5640,,14,,16,,,20,,,,,,,
5804,,1,,,,,,,,,,,,
5570,,3,,,,,9,,,,,,,
5601,,16,,,11,13,20,15,5,,3,,20,2
5801,,15,,,,,,,,,,,,
5786,,10,,18,14,5,3,,,,,,,
5571,,2,,9,16,1,17,,14,,2,,20,13
5713,,13,,18,17,20,19,7,,,,,,
5794,,15,,,,,,,,,,,,
5608,,6,,16,8,2,13,1,13,,1,,2,1
5653,4,18,,2,11,1,9,12,14,13,,,,
5791,11,19,,,,,,8,,,,10,,
5660,,12,,,12,11,2,,,,,,,
5935,,15,,,5,7,6,,,,,,,
5917,,17,,8,3,2,4,,,,,,,
6012,2,2,,,,,1,,,,,,,
5961,,19,,,1,,9,,,,,,,
5904,,17,,7,,,10,,,,,,,
6003,,2,,,5,19,19,15,14,,6,,2,9
5922,,4,,,,,,,,,,,,
5889,,11,,6,17,,6,,,,,,,
5966,,11,,,,,,,,,,,,
6043,,3,,,,,,,,,,,,
5984,,10,,,,,,2,,,,,,
5971,,1,,1,,,2,,,,,2,,
5925,,1,,,,,,,,,,,,
5968,,11,,,2,5,6,10,9,10,19,5,12,7
5973,,15,,,,,,,,,,,,
5934,16,8,,,,,,,,,,16,,
6037,,2,,,,,2,,,,,,,
5981,,11,,,14,,6,,,,,,,
5910,11,9,,20,,,,,,,,,,
5909,,19,,,20,19,13,4,,6,,,,
6016,,2,,,,,20,,,,,,,
6021,,9,,,,,,17,,,,,,
5912,,16,,15,17,13,1,,7,,,,,
6030,7,9,,5,,,20,,,,,,,
6034,,3,,,5,,9,,,,,,,
6009,,14,,,,,,,,,,,,
6050,,19,,,,,4,,,,,,,
6006,17,13,,5,11,20,9,,,5,,,,
5991,14,13,,,7,11,9,20,,18,,,,
5906,,13,,18,19,3,6,,,,,5,,
5905,13,8,,,,,13,,,,,,,
5893,,2,2,,,,,1,,,,,,
6033,,9,,,,,,,,,,,,
6042,7,11,,8,18,17,7,,,,,,,
5985,20,1,,,,,18,,,,,,,
5978,,2,,,14,1,10,,6,,,,,
5988,,13,,,10,8,7,,18,9,1,,,
5896,,5,,,,,18,,,,,,,
5916,13,13,,,18,20,7,,6,11,,7,,
5962,8,8,,,16,,10,,,1,,,,
5901,,4,,,,,,,,,,,,
5964,5,16,,,17,9,15,17,20,,10,,11,17
6015,8,12,,,18,15,9,,15,,1,,1,1
6022,,2,,,,,,,,,,,,
5974,,1,,,8,13,3,,4,,14,,,
6005,10,8,,19,8,14,1,10,,19,,,,
6046,,2,,,,,,,,,,,,
5963,,3,,,2,2,1,,8,,,,,
5898,,1,,,,,,1,,,,,,
5932,,14,,,,,,,,,,,,
6024,,9,,,1,12,6,14,,,,,,
6017,,15,,2,15,20,11,,14,,4,,6,10
5919,,13,,7,8,14,18,,2,,18,15,12,13
5891,,12,,,3,,1,,,,,,,
6217,,11,,,,,11,10,,,,,,
6331,,7,,,20,,16,,,,,,,
6091,,2,,,,,,,,,,,,
6357,,18,,,,,,,,,,,,
6306,,16,,,,,6,,,,,,,
6236,,3,,,12,5,12,,,,,,,
6295,3,8,,,14,9,14,,9,,14,,18,
6445,,1,,,8,9,17,,11,,6,,18,
6319,,9,,5,19,18,20,,5,,10,,17,12
6096,,17,,,,,12,,,,,,,
6277,,4,,,9,19,5,9,8,1,2,,12,17
6186,,2,,1,,,2,,,2,,,,
6200,,11,,,1,11,11,18,3,,17,16,11,16
6383,,1,,2,,,,,,,,,,
6147,7,18,,,19,1,19,,4,8,16,,9,2
6188,,2,,,,,2,,,,,,,
6278,4,15,,,,,1,,,,,,,
6420,17,8,,,,,6,,,19,,20,,
6338,16,16,,15,7,19,13,,8,,17,,13,8
6143,,10,,7,3,9,10,8,7,1,,,,
6102,3,16,6,,,,13,,,12,,,,
6148,,8,,8,,,7,,,,,,,
6398,,20,,,,,,,,,,,,
6159,,15,,,,,,,,,,,,
6223,,4,,,8,17,16,,,,,3,,
6289,3,9,,,,,13,,,,,,,
6403,,13,,,3,15,1,,19,,13,,3,11
6203,5,9,,,,,20,7,,,,,,
6080,,10,16,5,,,15,3,,,,,,
6189,,18,,,15,,11,12,,,,,,
6345,6,15,,10,,,14,,,,,6,,
6292,1,2,,,,,1,,,,,,,
6151,,1,10,,20,14,9,14,16,,8,,19,16
6195,,8,,,,,,,,,,,,
6304,,10,,10,3,9,5,,11,,4,,20,2
6230,,8,,10,4,13,18,,7,,4,9,,
6192,,9,20,,,,,3,,,,,,
6400,,5,,,,,2,,,20,,,,
6210,1,1,,,,,2,,,,,,,
6434,,9,,11,5,12,1,16,20,6,8,,7,6
6202,,10,,,,,6,10,,1,,,,
6215,,12,,,,,,,,,,,,
6340,,6,,,4,7,20,,2,,,,,
6412,,8,,,12,,6,,,,,,,
6166,,2,,,,,,,,,,,,
6364,,1,,,,,1,,,,,,,
6198,2,8,,,15,,9,15,,6,,,,
6302,,19,,,5,,7,,,,,,,
6219,,14,,,,,,,,,,,,
6171,,16,,,,,8,,,,,,,
6410,,4,,,2,,11,6,,,,,,
6351,,20,19,,16,6,9,,10,2,,,,
6447,,4,,19,13,12,15,,16,,12,,8,12
6323,,2,,,,,,,,,,,,
6407,13,17,,,14,16,7,19,20,,,,,
6229,,12,,,,,,,,,,,,
6367,,17,,,,,,,,,,,,
6250,,8,,,,,,,,,,,,
6120,,14,,,,,11,,,5,,,,
6413,,7,,9,,,,18,,,,,,
6185,,20,6,,14,14,19,,1,,16,,10,12
6272,15,20,,3,8,14,20,2,4,,20,17,16,19
6220,,19,,3,9,8,5,,,,,,,
6264,,7,,,19,11,13,,11,,15,,20,6
6157,20,12,,2,14,7,15,,4,,15,,,
6134,,12,,20,17,3,2,,2,,17,,7,19
6287,,19,,,,,,,,,,,,
6099,7,12,,,10,5,12,,,,,,,
6191,,20,,,10,7,3,14,18,11,,,,
6339,,9,,16,12,18,13,,,,,,,
6279,,13,,6,4,19,13,16,,,,,,
6432,,1,,,,,1,,,2,,,,
6119,18,20,,12,10,10,10,,17,,18,,3,
6081,,11,,,17,3,9,,11,13,,,,
6088,,12,,,,,,,,,,,,
6156,,14,,,,,,,,,,,,
6353,,2,,1,,,1,,,,,,,
6317,,3,,,,,,10,,,,,,
6145,,14,,,18,4,9,1,2,9,14,,,
6093,4,4,,,,,19,,,,,,,
6212,,5,,,1,8,17,,18,11,,5,,
6281,,13,,,,,6,,,,,4,,
6161,,13,,,12,14,6,,11,,12,,12,13
6416,,15,,,,,,4,,,,8,,
6444,,2,,,3,19,10,,1,,9,,19,11
6406,,12,,,,,16,,,17,,,,
6276,,6,,,2,6,5,,3,,8,,10,5
6334,6,8,,,,,3,,,,,18,,
6348,,11,4,,,,,6,,,,,,
6174,14,13,,,,,15,,,19,,,,
6094,,16,,,4,5,1,,19,7,7,,18,
6154,18,10,,,15,15,3,,2,6,20,,11,9
6131,,16,,,9,9,17,,14,14,18,,20,2
6328,,18,,,19,,2,,,,,,,
6423,,1,,,1,,10,15,,,,,,
6092,12,5,,,3,20,11,,10,6,18,,18,17
6395,,17,,,4,20,7,,,,,,,
6146,,13,,,,,,,,,,,,
6106,,2,,1,,,17,,,,,,,
6441,9,11,,7,17,,9,,,,,,,
6347,,2,,,,,,,,,,,,
6063,,2,,,,,,,,,,,,
6282,,1,,,7,9,3,,17,7,7,,13,10
6402,,18,,,,,,,,,,,,
6750,,11,,,,,,,,,,,,
6734,,11,,,,,,,,,,,,
6794,,18,,,12,12,17,11,17,10,20,,,
6872,4,17,,,,,,,,,,,,
6648,,7,,,,,,2,,,,,,
6774,15,17,,,,,10,,,,,,,
6543,,18,,,,,,,,,,,,
6454,,13,,,,,,,,,,,,
6587,2,18,,,15,15,5,9,,,,11,,
6668,,3,,,,,,,,,,,,
6475,,2,,,,,,,,,,,,
6589,,17,,,,,,,,,,,,
6566,,20,,,7,18,18,3,,,,,,
6758,,17,,,,,,,,,,,,
6541,,15,,13,12,13,11,,5,,11,,16,5
6686,2,5,,2,,,15,,,,,1,,
6867,2,2,,,,,1,,,,,,,
6745,,3,,,,,,,,,,,,
6651,,10,,,,,11,,,,,,,
6563,1,1,,,,,1,,,,,,,
6530,,3,,,,,,,,,,,,
6522,13,6,,14,1,13,11,1,15,,19,,6,6
6833,,14,,,,,9,,,,,,,
6855,,15,,,9,10,1,,,,,,,
6469,,20,,20,3,8,4,,17,,,,,
6805,,1,,10,,,10,,,16,,,,
6818,15,6,,,7,,15,,,4,,,,
6531,,15,,,2,,18,,,,,,,
6863,,2,,11,3,1,7,,6,1,11,,11,19
6479,,11,,,,,6,11,,,,2,,
6800,,16,,,,,,,,,,,,
6593,,5,,,,,,,,,,,,
6685,,19,,,,,,,,,,,,
6850,,15,18,,17,2,19,,13,2,4,,,
6670,,2,,,,,1,2,,,,,,
